Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IP-040 ( admin menu ),Chrome 76.0.3809.100,,,2019-09-06 17:09:24,2019-09-06 17:10:31,1m - 7.563s,INCOMPLETE
,,,,,,,
Test Cases/IP-040 ( admin menu),Chrome 76.0.3809.100,,,2019-09-06 17:09:24,2019-09-06 17:10:31,1m - 7.213s,FAILED
"callTestCase(findTestCase(""IP-001 (Login hit berkali kali)""), [""Email"":""aaa@gmail.com"", ""Password"":""123445656""], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-09-06 17:09:25,2019-09-06 17:09:42,17.144s,PASSED
"click(findTestObject(""Object Repository/admin menu/a_Admins""))",Chrome 76.0.3809.100,,,2019-09-06 17:09:42,2019-09-06 17:09:43,1.021s,PASSED
"click(findTestObject(""Object Repository/admin menu/button_Actions""))",Chrome 76.0.3809.100,,,2019-09-06 17:09:43,2019-09-06 17:09:44,1.383s,PASSED
"click(findTestObject(""Object Repository/admin menu/a_Edit""))",Chrome 76.0.3809.100,,,2019-09-06 17:09:44,2019-09-06 17:09:45,1.267s,PASSED
"setText(findTestObject(""Object Repository/admin menu/input__first name""), ""tesq"")",Chrome 76.0.3809.100,,,2019-09-06 17:09:45,2019-09-06 17:09:46,0.875s,PASSED
"setText(findTestObject(""Object Repository/admin menu/input__last name""), ""otomasi"")",Chrome 76.0.3809.100,,,2019-09-06 17:09:46,2019-09-06 17:09:47,0.418s,PASSED
"setText(findTestObject(""Object Repository/admin menu/input_House Telephone Number_house_telephone""), ""09292929292"")",Chrome 76.0.3809.100,,,2019-09-06 17:09:47,2019-09-06 17:09:47,0.403s,PASSED
"setText(findTestObject(""Object Repository/admin menu/input__email""), ""aaa@gmail.com"")",Chrome 76.0.3809.100,,,2019-09-06 17:09:47,2019-09-06 17:09:48,0.563s,PASSED
"click(findTestObject(""Object Repository/admin menu/button_Save Admin Details""))",Chrome 76.0.3809.100,,,2019-09-06 17:09:48,2019-09-06 17:09:48,0.168s,PASSED
"setText(findTestObject(""Object Repository/admin menu/input__email""), ""aaaaaa@gmail.com"")",Chrome 76.0.3809.100,,,2019-09-06 17:09:48,2019-09-06 17:09:48,0.713s,PASSED
"click(findTestObject(""Object Repository/admin menu/button_Save Admin Details""))",Chrome 76.0.3809.100,,,2019-09-06 17:09:48,2019-09-06 17:09:49,0.152s,PASSED
delay(6),Chrome 76.0.3809.100,,,2019-09-06 17:09:49,2019-09-06 17:09:55,6.011s,PASSED
refresh(),Chrome 76.0.3809.100,,,2019-09-06 17:09:55,2019-09-06 17:09:55,0.491s,PASSED
"click(findTestObject(""Object Repository/admin menu/button_Actions""))",Chrome 76.0.3809.100,,,2019-09-06 17:09:55,2019-09-06 17:09:56,0.744s,PASSED
delay(4),Chrome 76.0.3809.100,,,2019-09-06 17:09:56,2019-09-06 17:10:00,4.006s,PASSED
takeScreenshot(),Chrome 76.0.3809.100,,,2019-09-06 17:10:00,2019-09-06 17:10:00,0.292s,PASSED
"click(findTestObject(""admin menu/a_Delete""))",Chrome 76.0.3809.100,,,2019-09-06 17:10:00,2019-09-06 17:10:31,31.247s,FAILED
