Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IP-037 ( Report Invoice Transactions ),Chrome 76.0.3809.100,,,2019-09-04 09:44:58,2019-09-04 09:46:16,1m - 18.158s,INCOMPLETE
,,,,,,,
Test Cases/IP-037 ( Report Invoice Transactions ),Chrome 76.0.3809.100,,,2019-09-04 09:44:58,2019-09-04 09:46:16,1m - 17.760s,PASSED
"callTestCase(findTestCase(""IP-001 (Login hit berkali kali)""), [""Email"":""aaa@gmail.com"", ""Password"":""123445656""], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-09-04 09:44:59,2019-09-04 09:45:16,17.654s,PASSED
delay(2),Chrome 76.0.3809.100,,,2019-09-04 09:45:16,2019-09-04 09:45:18,2.009s,PASSED
"click(findTestObject(""Object Repository/Invoice Report/div_Reports""))",Chrome 76.0.3809.100,,,2019-09-04 09:45:18,2019-09-04 09:45:24,5.361s,PASSED
"click(findTestObject(""Object Repository/Invoice Report/a_Invoices Transactions""))",Chrome 76.0.3809.100,,,2019-09-04 09:45:24,2019-09-04 09:45:28,3.914s,PASSED
delay(2),Chrome 76.0.3809.100,,,2019-09-04 09:45:28,2019-09-04 09:45:30,2.010s,PASSED
takeScreenshot(),Chrome 76.0.3809.100,,,2019-09-04 09:45:30,2019-09-04 09:45:30,0.875s,PASSED
"click(findTestObject(""Invoice Report/input_Show_vs__search""))",Chrome 76.0.3809.100,,,2019-09-04 09:45:30,2019-09-04 09:45:31,0.299s,PASSED
"click(findTestObject(""Object Repository/Invoice Report/li_10""))",Chrome 76.0.3809.100,,,2019-09-04 09:45:31,2019-09-04 09:45:31,0.587s,PASSED
delay(9),Chrome 76.0.3809.100,,,2019-09-04 09:45:31,2019-09-04 09:45:40,9.016s,PASSED
"scrollToPosition(0, 9999999)",Chrome 76.0.3809.100,,,2019-09-04 09:45:40,2019-09-04 09:45:40,0.050s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-04 09:45:40,2019-09-04 09:45:45,5.005s,PASSED
takeScreenshot(),Chrome 76.0.3809.100,,,2019-09-04 09:45:45,2019-09-04 09:45:46,0.272s,PASSED
"scrollToPosition(9999999, 0)",Chrome 76.0.3809.100,,,2019-09-04 09:45:46,2019-09-04 09:45:46,0.041s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-04 09:45:46,2019-09-04 09:45:51,5.011s,PASSED
takeScreenshot(),Chrome 76.0.3809.100,,,2019-09-04 09:45:51,2019-09-04 09:45:51,0.283s,PASSED
"click(findTestObject(""Invoice Report/input_Show_vs__search""))",Chrome 76.0.3809.100,,,2019-09-04 09:45:51,2019-09-04 09:45:51,0.122s,PASSED
"click(findTestObject(""Object Repository/Invoice Report/li_20""))",Chrome 76.0.3809.100,,,2019-09-04 09:45:51,2019-09-04 09:45:52,0.496s,PASSED
delay(10),Chrome 76.0.3809.100,,,2019-09-04 09:45:52,2019-09-04 09:46:02,10.006s,PASSED
takeScreenshot(),Chrome 76.0.3809.100,,,2019-09-04 09:46:02,2019-09-04 09:46:02,0.271s,PASSED
"click(findTestObject(""Invoice Report/input_Date Range_date""))",Chrome 76.0.3809.100,,,2019-09-04 09:46:02,2019-09-04 09:46:02,0.132s,PASSED
"click(findTestObject(""Invoice Report/button_previous 30 days""))",Chrome 76.0.3809.100,,,2019-09-04 09:46:02,2019-09-04 09:46:02,0.224s,PASSED
"click(findTestObject(""Invoice Report/a_ABC00633""))",Chrome 76.0.3809.100,,,2019-09-04 09:46:02,2019-09-04 09:46:03,0.242s,PASSED
delay(3),Chrome 76.0.3809.100,,,2019-09-04 09:46:03,2019-09-04 09:46:06,3.004s,PASSED
"click(findTestObject(""Invoice Report/button_Email Invoice""))",Chrome 76.0.3809.100,,,2019-09-04 09:46:06,2019-09-04 09:46:06,0.117s,PASSED
delay(2),Chrome 76.0.3809.100,,,2019-09-04 09:46:06,2019-09-04 09:46:08,2.006s,PASSED
takeScreenshot(),Chrome 76.0.3809.100,,,2019-09-04 09:46:08,2019-09-04 09:46:08,0.349s,PASSED
"click(findTestObject(""Invoice Report/button_Cancel Invoice""))",Chrome 76.0.3809.100,,,2019-09-04 09:46:08,2019-09-04 09:46:08,0.217s,PASSED
delay(2),Chrome 76.0.3809.100,,,2019-09-04 09:46:08,2019-09-04 09:46:10,2.004s,PASSED
"setText(findTestObject(""Invoice Report/input__swal2-input""), ""testing12345"")",Chrome 76.0.3809.100,,,2019-09-04 09:46:10,2019-09-04 09:46:10,0.175s,PASSED
"click(findTestObject(""Invoice Report/button_Cancel""))",Chrome 76.0.3809.100,,,2019-09-04 09:46:10,2019-09-04 09:46:11,0.112s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-04 09:46:11,2019-09-04 09:46:16,5.005s,PASSED
takeScreenshot(),Chrome 76.0.3809.100,,,2019-09-04 09:46:16,2019-09-04 09:46:16,0.548s,PASSED
