Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IP-002 ( Forgot pin ) and ( Forgot Email ),Chrome 76.0.3809.100,,,2019-09-10 10:46:46,2019-09-10 10:47:56,1m - 9.978s,INCOMPLETE
,,,,,,,
Test Cases/IP-002 (Forgot Pin),Chrome 76.0.3809.100,,,2019-09-10 10:46:47,2019-09-10 10:47:56,1m - 9.657s,FAILED
"openBrowser(""http://kamisa.web.iprop-dev.com/login"")",Chrome 76.0.3809.100,,,2019-09-10 10:46:47,2019-09-10 10:46:50,3.359s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-10 10:46:50,2019-09-10 10:46:55,5.053s,PASSED
"check(findTestObject(""Forgot Pin/Page_iPropio - Login/a_Click here""))",Chrome 76.0.3809.100,,,2019-09-10 10:46:55,2019-09-10 10:46:56,0.234s,PASSED
"takeScreenshot(""/Users/refqi/Documents/webippro/click here.png"")",Chrome 76.0.3809.100,,,2019-09-10 10:46:56,2019-09-10 10:46:56,0.493s,PASSED
delay(3),Chrome 76.0.3809.100,,,2019-09-10 10:46:56,2019-09-10 10:46:59,3.010s,PASSED
"setText(findTestObject(""Forgot Pin/Page_iPropio - Forgot Password/input_Email Address_email""), ""refqi.hussein@gmail.com"")",Chrome 76.0.3809.100,,,2019-09-10 10:46:59,2019-09-10 10:47:00,0.566s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-10 10:47:00,2019-09-10 10:47:05,5.008s,PASSED
"takeScreenshot(""/Users/refqi/Documents/webippro/set email.png"")",Chrome 76.0.3809.100,,,2019-09-10 10:47:05,2019-09-10 10:47:05,0.713s,PASSED
"click(findTestObject(""Forgot Pin/Page_iPropio - Forgot Password/button_SEND PASSWORD REQUEST""))",Chrome 76.0.3809.100,,,2019-09-10 10:47:05,2019-09-10 10:47:06,0.223s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-10 10:47:06,2019-09-10 10:47:11,5.008s,PASSED
"takeScreenshot(""/Users/refqi/Documents/webippro/password sent.png"")",Chrome 76.0.3809.100,,,2019-09-10 10:47:11,2019-09-10 10:47:11,0.577s,PASSED
"callTestCase(findTestCase(""IP-021 ( Forgot email )""), [:], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-09-10 10:47:11,2019-09-10 10:47:56,45.094s,FAILED
