Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IP-040 ( admin menu ),Chrome 76.0.3809.100,,,2019-09-06 16:49:36,2019-09-06 16:50:32,55.813s,INCOMPLETE
,,,,,,,
Test Cases/IP-040 ( admin menu),Chrome 76.0.3809.100,,,2019-09-06 16:49:36,2019-09-06 16:50:32,55.480s,FAILED
"callTestCase(findTestCase(""IP-001 (Login hit berkali kali)""), [""Email"":""aaa@gmail.com"", ""Password"":""123445656""], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-09-06 16:49:36,2019-09-06 16:49:54,17.267s,PASSED
"click(findTestObject(""Object Repository/admin menu/a_Admins""))",Chrome 76.0.3809.100,,,2019-09-06 16:49:54,2019-09-06 16:49:55,0.939s,PASSED
"click(findTestObject(""Object Repository/admin menu/button_Actions""))",Chrome 76.0.3809.100,,,2019-09-06 16:49:55,2019-09-06 16:49:56,1.280s,PASSED
"click(findTestObject(""Object Repository/admin menu/a_Edit""))",Chrome 76.0.3809.100,,,2019-09-06 16:49:56,2019-09-06 16:49:57,1.209s,PASSED
"setText(findTestObject(""Object Repository/admin menu/input__first name""), ""tesq"")",Chrome 76.0.3809.100,,,2019-09-06 16:49:57,2019-09-06 16:49:58,0.807s,PASSED
"setText(findTestObject(""Object Repository/admin menu/input__last name""), ""otomasi"")",Chrome 76.0.3809.100,,,2019-09-06 16:49:58,2019-09-06 16:49:58,0.471s,PASSED
"setText(findTestObject(""Object Repository/admin menu/input_House Telephone Number_house_telephone""), ""09292929292"")",Chrome 76.0.3809.100,,,2019-09-06 16:49:58,2019-09-06 16:49:59,0.417s,PASSED
"setText(findTestObject(""Object Repository/admin menu/input__email""), ""aaa@gmail.com"")",Chrome 76.0.3809.100,,,2019-09-06 16:49:59,2019-09-06 16:49:59,0.564s,PASSED
"click(findTestObject(""Object Repository/admin menu/button_Save Admin Details""))",Chrome 76.0.3809.100,,,2019-09-06 16:49:59,2019-09-06 16:50:00,0.185s,PASSED
"setText(findTestObject(""Object Repository/admin menu/input__email""), ""aaaaaa@gmail.com"")",Chrome 76.0.3809.100,,,2019-09-06 16:50:00,2019-09-06 16:50:00,0.662s,PASSED
"click(findTestObject(""Object Repository/admin menu/button_Save Admin Details""))",Chrome 76.0.3809.100,,,2019-09-06 16:50:00,2019-09-06 16:50:00,0.133s,PASSED
"click(findTestObject(""Object Repository/admin menu/button_Actions_1""))",Chrome 76.0.3809.100,,,2019-09-06 16:50:00,2019-09-06 16:50:32,31.212s,FAILED
