Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IP-002 ( Forgot pin ) and ( Forgot Email ),Chrome 76.0.3809.100,,,2019-09-10 10:58:48,2019-09-10 11:00:04,1m - 16.637s,INCOMPLETE
,,,,,,,
Test Cases/IP-002 (Forgot Pin),Chrome 76.0.3809.100,,,2019-09-10 10:58:48,2019-09-10 11:00:04,1m - 16.285s,FAILED
"openBrowser(""http://kamisa.web.iprop-dev.com/login"")",Chrome 76.0.3809.100,,,2019-09-10 10:58:48,2019-09-10 10:58:51,3.171s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-10 10:58:51,2019-09-10 10:58:56,5.088s,PASSED
"check(findTestObject(""Forgot Pin/Page_iPropio - Login/a_Click here""))",Chrome 76.0.3809.100,,,2019-09-10 10:58:56,2019-09-10 10:59:02,5.393s,PASSED
"takeScreenshot(""/Users/refqi/Documents/webippro/click here.png"")",Chrome 76.0.3809.100,,,2019-09-10 10:59:02,2019-09-10 10:59:03,1.212s,PASSED
delay(3),Chrome 76.0.3809.100,,,2019-09-10 10:59:03,2019-09-10 10:59:06,3.006s,PASSED
"setText(findTestObject(""Forgot Pin/Page_iPropio - Forgot Password/input_Email Address_email""), ""refqi.hussein@gmail.com"")",Chrome 76.0.3809.100,,,2019-09-10 10:59:06,2019-09-10 10:59:07,0.595s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-10 10:59:07,2019-09-10 10:59:12,5.012s,PASSED
"takeScreenshot(""/Users/refqi/Documents/webippro/set email.png"")",Chrome 76.0.3809.100,,,2019-09-10 10:59:12,2019-09-10 10:59:12,0.589s,PASSED
"click(findTestObject(""Forgot Pin/Page_iPropio - Forgot Password/button_SEND PASSWORD REQUEST""))",Chrome 76.0.3809.100,,,2019-09-10 10:59:12,2019-09-10 10:59:12,0.159s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-10 10:59:12,2019-09-10 10:59:17,5.005s,PASSED
"takeScreenshot(""/Users/refqi/Documents/webippro/password sent.png"")",Chrome 76.0.3809.100,,,2019-09-10 10:59:17,2019-09-10 10:59:18,0.558s,PASSED
"callTestCase(findTestCase(""IP-021 ( Forgot email )""), [:], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-09-10 10:59:18,2019-09-10 11:00:04,46.187s,FAILED
