Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IP-036 ( Report Receipt Transactions ),Chrome 76.0.3809.100,,,2019-09-04 06:16:52,2019-09-04 06:17:25,33.862s,INCOMPLETE
,,,,,,,
Test Cases/IP-036 ( Report Receipt Transaction ),Chrome 76.0.3809.100,,,2019-09-04 06:16:52,2019-09-04 06:17:25,33.529s,FAILED
"callTestCase(findTestCase(""IP-001 (Login hit berkali kali)""), [""Email"":""aaa@gmail.com"", ""Password"":""123445656""], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-09-04 06:16:52,2019-09-04 06:17:12,19.712s,PASSED
"click(findTestObject(""receipt transactions/div_Reports""))",Chrome 76.0.3809.100,,,2019-09-04 06:17:12,2019-09-04 06:17:13,1.402s,PASSED
delay(2),Chrome 76.0.3809.100,,,2019-09-04 06:17:13,2019-09-04 06:17:15,2.007s,PASSED
"click(findTestObject(""receipt transactions/a_Receipts Transactions""))",Chrome 76.0.3809.100,,,2019-09-04 06:17:15,2019-09-04 06:17:15,0.140s,PASSED
"click(findTestObject(""receipt transactions/input_Date Range_date""))",Chrome 76.0.3809.100,,,2019-09-04 06:17:16,2019-09-04 06:17:17,1.307s,PASSED
delay(3),Chrome 76.0.3809.100,,,2019-09-04 06:17:17,2019-09-04 06:17:20,3.006s,PASSED
"click(findTestObject(""receipt transactions/button_previous 30 days""))",Chrome 76.0.3809.100,,,2019-09-04 06:17:20,2019-09-04 06:17:20,0.144s,PASSED
delay(3),Chrome 76.0.3809.100,,,2019-09-04 06:17:20,2019-09-04 06:17:23,3.006s,PASSED
"setText(findTestObject(""receipt transactions/input_Receipt Number___BVID__176""), ""CBA00021"")",Chrome 76.0.3809.100,,,2019-09-04 06:17:23,2019-09-04 06:17:23,0.281s,PASSED
"clearText(findTestObject(""receipt transactions/input_Receipt Number___BVID__176""))",Chrome 76.0.3809.100,,,2019-09-04 06:17:23,2019-09-04 06:17:23,0.116s,PASSED
"click(findTestObject(""receipt transactions/input_All_vs__search""))",Chrome 76.0.3809.100,,,2019-09-04 06:17:23,2019-09-04 06:17:24,0.198s,PASSED
"click(findTestObject(""receipt transactions/li_Cash""))",Chrome 76.0.3809.100,,,2019-09-04 06:17:24,2019-09-04 06:17:24,0.327s,PASSED
"click(findTestObject(""receipt transactions/a_cash too00023""))",Chrome 76.0.3809.100,,,2019-09-04 06:17:24,2019-09-04 06:17:24,0.236s,PASSED
"click(findTestObject(""Object Repository/receipt transactions/button_Email Receipt""))",Chrome 76.0.3809.100,,,2019-09-04 06:17:24,2019-09-04 06:17:25,1.289s,FAILED
