Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IP-002 ( Forgot pin ) and ( Forgot Email ),Chrome 76.0.3809.100,,,2019-09-10 10:24:02,2019-09-10 10:25:26,1m - 24.159s,INCOMPLETE
,,,,,,,
Test Cases/IP-002 (Forgot Pin),Chrome 76.0.3809.100,,,2019-09-10 10:24:02,2019-09-10 10:25:26,1m - 23.813s,FAILED
"openBrowser(""http://kamisa.web.iprop-dev.com/login"")",Chrome 76.0.3809.100,,,2019-09-10 10:24:02,2019-09-10 10:24:06,3.953s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-10 10:24:06,2019-09-10 10:24:12,5.104s,PASSED
"check(findTestObject(""Forgot Pin/Page_iPropio - Login/a_Click here""))",Chrome 76.0.3809.100,,,2019-09-10 10:24:12,2019-09-10 10:24:17,5.924s,PASSED
"takeScreenshot(""/Users/refqi/Documents/webippro/click here.png"")",Chrome 76.0.3809.100,,,2019-09-10 10:24:17,2019-09-10 10:24:19,1.279s,PASSED
delay(3),Chrome 76.0.3809.100,,,2019-09-10 10:24:19,2019-09-10 10:24:22,3.009s,PASSED
"setText(findTestObject(""Forgot Pin/Page_iPropio - Forgot Password/input_Email Address_email""), ""refqi.hussein@gmail.com"")",Chrome 76.0.3809.100,,,2019-09-10 10:24:22,2019-09-10 10:24:22,0.713s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-10 10:24:22,2019-09-10 10:24:27,5.012s,PASSED
"takeScreenshot(""/Users/refqi/Documents/webippro/set email.png"")",Chrome 76.0.3809.100,,,2019-09-10 10:24:27,2019-09-10 10:24:28,0.890s,PASSED
"click(findTestObject(""Forgot Pin/Page_iPropio - Forgot Password/button_SEND PASSWORD REQUEST""))",Chrome 76.0.3809.100,,,2019-09-10 10:24:28,2019-09-10 10:24:29,0.180s,PASSED
delay(5),Chrome 76.0.3809.100,,,2019-09-10 10:24:29,2019-09-10 10:24:34,5.005s,PASSED
"takeScreenshot(""/Users/refqi/Documents/webippro/password sent.png"")",Chrome 76.0.3809.100,,,2019-09-10 10:24:34,2019-09-10 10:24:34,0.892s,PASSED
"callTestCase(findTestCase(""IP-021 ( Forgot email )""), [:], STOP_ON_FAILURE)",Chrome 76.0.3809.100,,,2019-09-10 10:24:34,2019-09-10 10:25:26,51.540s,FAILED
